,ID,Low_Benefit_High_Cost,High_Benefit_High_Cost,Low_Benefit_Low_Cost,High_Benefit_Low_Cost,Low-High_Cost,High-Low_Benefit
0,Z6PMZ8UK,0.2307692307692307,1.6153846153846154,0.1428571428571428,3.8,1.0483516483516482,2.520879120879121
1,GTDAS4GM,-2.636363636363636,3.0,2.333333333333333,3.3,2.6348484848484848,3.3015151515151517
2,AUXKJ27B,-3.4615384615384617,-0.3846153846153846,-2.076923076923077,1.7272727272727273,1.748251748251748,3.4405594405594404
3,QH026G52,-1.75,2.7142857142857144,1.7272727272727273,4.777777777777778,2.7703823953823954,3.7573953823953823
4,PI8SFZN8,-0.6666666666666666,0.3333333333333333,0.8,3.421052631578948,2.2771929824561408,1.810526315789473
5,K5PTHLL6,0.6,1.7142857142857142,1.0,1.6666666666666667,0.1761904761904763,0.8904761904761904
6,Q8XDAOE3,-1.7272727272727273,0.5384615384615384,-0.5714285714285714,0.5,0.5586913086913088,1.6685814185814185
7,UB6T17K1,-0.1666666666666666,0.2,0.3846153846153846,1.8,1.0756410256410256,0.8910256410256411
8,KYJZ17O9,-0.1428571428571428,1.9333333333333331,2.6666666666666665,3.4444444444444446,2.16031746031746,1.4269841269841272
9,HV05PDE5,1.2,1.7692307692307692,1.1666666666666667,2.8666666666666667,0.5320512820512819,1.1346153846153846
10,SSRJVJOA,-1.5454545454545454,0.7333333333333333,0.8461538461538461,2.272727272727273,1.9655011655011656,1.8526806526806527
11,GL8A5W2X,-1.0,2.090909090909091,1.5714285714285714,2.230769230769231,1.3556443556443556,1.8751248751248752
12,FANFDTGF,0.5714285714285714,3.533333333333333,2.0,4.142857142857143,1.0190476190476194,2.5523809523809526
13,Z5Z01L14,-0.4666666666666667,1.7272727272727273,1.6,2.4285714285714284,1.383982683982684,1.5112554112554113
14,STEVQFM7,-0.7142857142857143,2.5,1.4285714285714286,4.0,1.821428571428572,2.892857142857143
15,FLCJYUOE,0.0666666666666666,1.181818181818182,1.8888888888888888,0.8666666666666667,0.7535353535353534,0.0464646464646465
16,LOUARDY5,-4.833333333333333,-0.8181818181818182,-2.25,-0.6363636363636364,1.3825757575757576,2.8143939393939394
17,HBWS3WRO,-0.2857142857142857,3.6,1.3333333333333333,4.571428571428571,1.2952380952380949,3.5619047619047617
18,ZJD9JZUZ,-4.2727272727272725,1.0,-1.7142857142857142,0.5714285714285714,1.0649350649350648,3.779220779220779
19,B6FTZK8C,-2.833333333333333,0.4,-2.4545454545454546,0.4117647058823529,0.1952762923351158,3.0498217468805704
20,OUPK9NEB,1.8888888888888888,1.2666666666666666,2.0,3.0,0.9222222222222224,0.1888888888888888
21,K73KC1UA,0.5714285714285714,1.6666666666666667,1.181818181818182,2.0,0.4718614718614718,0.9567099567099568
22,8XBY00ER,1.2666666666666666,2.8,3.2857142857142856,3.1818181818181817,1.2004329004329004,0.7147186147186146
23,GD9WWI5X,-1.0,1.6153846153846154,-0.0909090909090909,3.571428571428572,1.432567432567433,3.138861138861139
24,0VHV7J5M,0.4545454545454545,1.0,1.0,1.6666666666666667,0.6060606060606062,0.6060606060606061
25,EAD9PTSG,-0.8461538461538461,2.1666666666666665,1.2,2.6,1.2397435897435896,2.206410256410257
26,4JX9UQRW,-0.8181818181818182,1.1428571428571428,2.0,3.769230769230769,2.722277722277722,1.8651348651348647
27,MEEGF97M,-3.6666666666666665,-1.0,-4.142857142857143,-4.2,-1.838095238095239,1.3047619047619048
28,NK21IFFF,-1.0,0.0,-0.3333333333333333,1.1666666666666667,0.9166666666666669,1.25
29,FHONN03W,0.0,2.5,0.125,4.0,0.8125,3.1875
30,Z65DDRON,3.0,3.857142857142857,3.363636363636364,3.6,0.0532467532467533,0.5467532467532468
31,8JDP1S3Z,1.2,3.933333333333333,1.181818181818182,3.769230769230769,-0.0911421911421912,2.6603729603729604
32,L9QZ9799,-0.7142857142857143,3.909090909090909,1.3636363636363635,2.4285714285714284,0.2987012987012987,2.844155844155844
33,YL4D1KO7,-1.7692307692307692,2.0,1.6,3.4615384615384617,2.4153846153846152,2.815384615384615
34,YCCX1M79,-2.066666666666667,-0.5384615384615384,-0.1666666666666666,-0.2,1.1192307692307693,0.7474358974358977
35,ELF75Z11,-2.076923076923077,2.0,0.8571428571428571,2.6923076923076925,1.8131868131868132,2.956043956043956
36,88SKGELB,0.0909090909090909,1.5333333333333334,1.6,2.571428571428572,1.2735930735930738,1.206926406926407
37,KM0U7C3O,0.75,3.0,3.6666666666666665,4.857142857142857,2.386904761904762,1.7202380952380951
38,3C9HH4P4,0.5714285714285714,1.3636363636363635,2.555555555555556,2.6,1.6102453102453105,0.4183261183261184
39,FPY3G2RN,0.5384615384615384,3.8,1.8571428571428568,3.4615384615384617,0.4901098901098906,2.432967032967033
40,PV9L0NK4,0.8333333333333334,1.5,2.076923076923077,3.3529411764705883,1.5482654600301662,0.9713423831070888
41,Y3ZW90BS,1.4615384615384617,3.727272727272727,2.333333333333333,4.285714285714286,0.7151182151182149,2.1090576090576088
42,ZRL8UU89,-0.6923076923076923,2.6,1.7692307692307692,2.7142857142857144,1.287912087912088,2.1186813186813187
43,2353145V,-3.2857142857142856,-0.1111111111111111,-1.3333333333333333,1.0,1.531746031746032,2.753968253968254
44,N9AJLIYJ,-0.0909090909090909,-0.8181818181818182,0.5294117647058824,2.4545454545454546,1.946524064171123,0.5989304812834224
45,92AMSAAZ,-2.6666666666666665,-0.5,-2.0,-0.1666666666666666,0.5,2.0
46,N83IXPDK,1.75,3.1818181818181817,2.6666666666666665,1.3636363636363635,-0.4507575757575757,0.0643939393939394
47,JOVIWOO2,0.6,1.3076923076923077,1.4285714285714286,0.75,0.1354395604395605,0.0145604395604396
48,1GDCKLZO,1.8,3.909090909090909,2.333333333333333,5.0,0.8121212121212125,2.387878787878788
49,X67R06MS,2.4545454545454546,3.3076923076923075,2.3846153846153846,4.076923076923077,0.3496503496503496,1.2727272727272725
50,Y4N8MCWN,-0.375,3.4615384615384617,3.857142857142857,4.285714285714286,2.5281593406593403,2.1325549450549453
51,YOMA8T3S,-3.0,-0.5,-0.8461538461538461,-0.1666666666666666,1.2435897435897436,1.58974358974359
52,RE74M6LL,-1.3333333333333333,4.0,0.4666666666666667,3.4444444444444446,0.6222222222222222,4.155555555555555
53,WPMH56EI,-1.0,1.7142857142857142,-2.333333333333333,3.142857142857143,0.0476190476190475,4.095238095238095
54,PTS6FGY5,-1.4,1.3333333333333333,1.9090909090909087,2.5,2.237878787878788,1.662121212121212
55,F7ARKNCT,1.4,2.8,2.090909090909091,2.857142857142857,0.3740259740259739,1.0831168831168831
56,1EN8B1B1,0.2,2.7777777777777777,1.7272727272727273,3.533333333333333,1.1414141414141414,2.191919191919192
57,C23E9AKY,0.5294117647058824,3.0,3.0,4.076923076923077,1.7737556561085972,1.7737556561085972
58,S8PAC0ZH,2.142857142857143,3.8,3.4615384615384617,3.923076923076923,0.7208791208791214,1.0593406593406591
59,HM7GOAF9,0.8,3.4615384615384617,1.5,3.533333333333333,0.3858974358974358,2.347435897435897
60,LAA1OD1K,-1.5714285714285714,1.181818181818182,1.5714285714285714,3.0,2.4805194805194803,2.090909090909091
61,0IT5KN4M,-1.0,1.0,0.8333333333333334,2.3846153846153846,1.608974358974359,1.7756410256410255
62,6WV2NEE0,-3.5,1.2222222222222223,-1.0,-0.2,0.5388888888888888,2.761111111111111
63,ZD5YRLF3,-0.4545454545454545,-1.0,-0.8666666666666667,1.5454545454545454,1.0666666666666669,0.9333333333333332
64,HVPDYHIR,-1.6666666666666667,0.0769230769230769,0.1666666666666666,0.2307692307692307,0.9935897435897436,0.903846153846154
65,POW9GSVY,-2.6,0.1111111111111111,-1.3333333333333333,1.7142857142857142,1.434920634920635,2.879365079365079
66,BJWPOBQK,0.4117647058823529,1.4444444444444444,1.5454545454545454,3.3076923076923075,1.4984688514100275,1.397458750399927
67,5DO63X5J,2.2857142857142856,3.5454545454545454,1.5,3.1666666666666665,-0.5822510822510825,1.4632034632034632
68,9TCBNURI,-0.4285714285714285,2.6,2.333333333333333,3.2857142857142856,1.7238095238095237,1.9904761904761905
69,M5KTEK0H,0.6923076923076923,3.6666666666666665,2.636363636363636,4.714285714285714,1.4958374958374956,2.526140526140526
70,DNF7I1P8,0.2727272727272727,3.4615384615384617,1.3333333333333333,3.142857142857143,0.370962370962371,2.4991674991674997
71,THDOFYVJ,-0.4,2.0,1.0,2.6666666666666665,1.0333333333333332,2.033333333333333
72,M59HVEQF,2.4545454545454546,3.8333333333333335,2.8666666666666667,4.5,0.5393939393939393,1.506060606060606
73,MK4MT68C,-0.8666666666666667,0.8181818181818182,1.4,1.8571428571428568,1.6528138528138523,1.0709956709956712
74,LYNM91ED,-1.25,2.4,2.230769230769231,2.4545454545454546,1.7676573426573423,1.936888111888112
75,TO5RXBKL,1.8,3.0,0.625,4.166666666666667,-0.0041666666666664,2.3708333333333336
76,IPBY8TLI,-0.2727272727272727,3.5,1.7272727272727273,3.333333333333333,0.9166666666666664,2.6893939393939394
77,FAABLIH3,1.3333333333333333,1.6,2.230769230769231,2.466666666666667,0.8820512820512822,0.2512820512820514
78,B5TKEJ2C,-0.6923076923076923,0.0909090909090909,1.2857142857142858,1.5,1.6935564435564436,0.4987512487512487
79,2ZE636RI,4.090909090909091,4.428571428571429,3.5454545454545454,4.714285714285714,-0.1298701298701297,0.7532467532467535
80,2YD3BL09,0.3333333333333333,4.2,4.0,5.0,2.233333333333333,2.4333333333333336
81,O5GG3FTV,-0.0666666666666666,1.5,2.2,3.2222222222222223,1.9944444444444445,1.2944444444444445
82,3QTXT7DJ,1.6666666666666667,2.8666666666666667,2.2,3.769230769230769,0.7179487179487178,1.3846153846153846
83,IRYI65XQ,1.8,2.8181818181818183,3.1818181818181817,4.230769230769231,1.3972027972027972,1.033566433566434
84,3MC0RP22,0.5,2.066666666666667,3.0,2.333333333333333,1.3833333333333335,0.4500000000000002
85,I4T5QOQ3,-2.5,0.0,-0.2,1.9230769230769231,2.1115384615384616,2.3115384615384613
86,GUBD8BKK,-0.4545454545454545,3.727272727272727,1.3076923076923077,3.2666666666666666,0.6508158508158506,3.0703962703962704
87,Y11W6YEE,-3.5,-3.1666666666666665,-2.272727272727273,0.2727272727272727,2.333333333333333,1.4393939393939397
88,TWUPRP9C,-0.25,3.0,2.076923076923077,3.5,1.4134615384615383,2.3365384615384617
89,AV6YPXJU,-0.2307692307692307,1.6,0.125,2.4545454545454546,0.6051573426573427,2.0801573426573428
90,KLPEK6B4,-1.6666666666666667,2.8666666666666667,1.2222222222222223,2.636363636363636,1.3292929292929292,2.9737373737373733
91,I3Z3I3RS,-2.2,2.333333333333333,-1.0,1.9333333333333331,0.4000000000000001,3.733333333333333
92,6MGZ913N,2.2,4.090909090909091,4.5,4.75,1.4795454545454545,1.070454545454545
93,S2IKMVQK,2.3846153846153846,3.6666666666666665,2.625,3.4444444444444446,0.0090811965811967,1.0507478632478633
94,B7HURJW2,0.4285714285714285,1.6666666666666667,2.333333333333333,2.333333333333333,1.2857142857142856,0.6190476190476191
95,FS5JUY7H,1.0,3.8333333333333335,1.9090909090909087,3.2666666666666666,0.1712121212121211,2.0954545454545457
96,0BUK3E0S,1.9230769230769231,3.923076923076923,2.6,3.2857142857142856,0.0197802197802199,1.3428571428571423
97,14ZLZMV8,-0.0666666666666666,3.333333333333333,1.6153846153846154,3.6,0.9743589743589742,2.6923076923076925
98,AEAFGGIP,-0.3333333333333333,2.7777777777777777,-1.0,2.0,-0.7222222222222222,3.055555555555556
99,RQJRN75N,-0.125,2.066666666666667,1.6153846153846154,3.0,1.336858974358974,1.7881410256410255
100,5IEHSDSC,1.0,2.8,0.8333333333333334,3.727272727272727,0.3803030303030303,2.3469696969696967
101,OVU0ULGA,-1.5454545454545454,0.8461538461538461,-1.6153846153846154,0.3846153846153846,-0.2657342657342658,2.195804195804196
102,AE7CJHC5,0.2857142857142857,3.5454545454545454,1.6,3.8,0.7844155844155847,2.72987012987013
103,YKQ5273D,-2.111111111111111,-1.1538461538461535,1.375,1.7272727272727273,3.183614996114996,0.6547688422688422
104,ABPH33RI,-1.8571428571428568,2.1666666666666665,1.6666666666666667,3.375,2.366071428571429,2.866071428571429
105,TMKF6UR9,-2.555555555555556,-1.4,-3.0,1.3636363636363635,1.1595959595959595,2.759595959595959
106,3MQ2BEJ6,-2.5,3.375,0.2727272727272727,3.1818181818181817,1.289772727272727,4.392045454545455
107,B3FARQZU,2.375,2.25,2.5,3.0,0.4375,0.1875
108,J330EMLE,1.7142857142857142,2.6,2.8461538461538463,3.1538461538461537,0.8428571428571427,0.5967032967032967
109,8YTSZB2C,0.2,2.0,2.066666666666667,3.823529411764706,1.8450980392156864,1.7784313725490195
110,FVWFE3K6,1.9230769230769231,4.384615384615385,3.0,5.0,0.8461538461538458,2.230769230769231
111,XRQTASLE,1.0,3.571428571428572,5.0,3.4615384615384617,1.945054945054945,0.5164835164835166
112,K12NR4N9,-1.0,0.0,-1.5333333333333334,2.6923076923076925,1.0794871794871796,2.612820512820513
113,H5Q4ERRC,2.2,3.933333333333333,4.333333333333333,5.0,1.5999999999999994,1.2
114,IFQ5DUQ4,-1.8333333333333333,1.1538461538461535,0.0769230769230769,2.833333333333333,1.794871794871795,2.871794871794872
115,TLZU75MF,0.4666666666666667,1.3636363636363635,2.0,2.8461538461538463,1.5079254079254083,0.8715617715617716
116,CMB283XT,1.4,2.5384615384615383,1.0,1.3076923076923077,-0.8153846153846154,0.7230769230769231
117,65EF8817,1.8,2.5,1.875,4.333333333333333,0.9541666666666666,1.5791666666666666
118,JOB9AH7F,2.571428571428572,3.6666666666666665,2.230769230769231,4.230769230769231,0.1117216117216117,1.5476190476190474
119,DDAA1UO5,1.1333333333333333,1.75,2.230769230769231,2.857142857142857,1.1022893772893771,0.6215201465201465
120,1RYZ8NMP,1.1666666666666667,1.6666666666666667,1.9090909090909087,1.2666666666666666,0.171212121212121,-0.0712121212121212
121,VRQA95W1,-1.2352941176470589,0.4,0.0,1.3076923076923077,1.0714932126696832,1.4714932126696831
122,ZAK14ZU8,-2.8181818181818183,-1.0,-1.0,1.2857142857142858,2.051948051948052,2.051948051948052
123,6XCEPJGH,3.1666666666666665,3.615384615384616,3.6666666666666665,3.769230769230769,0.3269230769230773,0.2756410256410257
124,4ZFPW2MZ,1.4,1.9230769230769231,2.4545454545454546,4.0,1.5657342657342657,1.0342657342657344
125,LFYPVQQ6,0.0769230769230769,1.181818181818182,2.5384615384615383,2.8461538461538463,2.062937062937064,0.7062937062937065
126,IZ5NU20E,-2.333333333333333,0.0909090909090909,-0.7777777777777778,1.8333333333333333,1.648989898989899,2.517676767676768
127,X2BGHV10,2.5294117647058822,3.769230769230769,4.0,4.0,0.8506787330316743,0.6199095022624435
128,FWZGY0XU,-2.5,-0.6,0.1666666666666666,1.5,2.3833333333333333,1.6166666666666665
129,SPDQJPRH,3.4761904761904763,4.111111111111111,4.2727272727272725,4.333333333333333,0.5093795093795093,0.3477633477633475
130,AUBWTOVF,0.2,3.0,2.25,3.8,1.4249999999999998,2.175
131,MERXBFBB,1.1428571428571428,3.0,2.5,3.6666666666666665,1.011904761904762,1.511904761904762
132,CXPJ8BXK,1.2,0.6923076923076923,1.9090909090909087,2.25,1.1333916083916082,-0.0833916083916084
133,ULXYNFYX,-1.5454545454545454,1.0,0.4285714285714285,0.8181818181818182,0.8961038961038961,1.4675324675324677
134,4KSYTS11,1.625,1.8,2.5,3.1666666666666665,1.1208333333333331,0.4208333333333333
135,XM34JFLJ,-1.625,0.0769230769230769,2.333333333333333,3.6666666666666665,3.7740384615384617,1.517628205128205
136,EH1ASJPH,2.25,2.333333333333333,3.2857142857142856,3.2666666666666666,0.9845238095238094,0.0321428571428572
137,AVJ07QLR,0.8461538461538461,1.6666666666666667,0.8181818181818182,2.8461538461538463,0.5757575757575758,1.4242424242424243
138,Y04YO1G7,0.1111111111111111,2.142857142857143,3.1666666666666665,3.4,2.1563492063492067,1.1325396825396823
139,KGCT3D1B,-0.5714285714285714,0.8181818181818182,0.6363636363636364,1.8571428571428568,1.1233766233766231,1.3051948051948052
140,4IPJA54B,2.333333333333333,3.1818181818181817,2.0,4.0,0.2424242424242424,1.424242424242424
141,QADPUMOE,-0.8181818181818182,3.5,2.0588235294117645,3.4,1.3885026737967916,2.829679144385027
142,31BHBESS,0.0588235294117647,1.8,2.8181818181818183,5.0,2.979679144385027,1.9614973262032085
143,QOGZCC68,1.4285714285714286,3.0,1.7142857142857142,3.615384615384616,0.4505494505494503,1.7362637362637363
144,5EVAFKOI,1.5714285714285714,2.090909090909091,2.1666666666666665,1.7692307692307692,0.1367798867798866,0.061022311022311
145,ZCB66JDA,0.0769230769230769,3.333333333333333,1.0,2.5384615384615383,0.0641025641025638,2.3974358974358974
146,L4OQKLM7,1.1428571428571428,1.7272727272727273,1.9090909090909087,3.0,1.0194805194805197,0.8376623376623377
147,5VBWGKFO,-1.0,3.615384615384616,2.6666666666666665,2.8181818181818183,1.4347319347319345,2.383449883449884
148,LULB5GYR,-1.0,0.2,1.3333333333333333,0.8181818181818182,1.4757575757575756,0.3424242424242425
149,G6R1E33Y,1.3076923076923077,1.1333333333333333,1.0,2.333333333333333,0.4461538461538461,0.5794871794871795
150,65DQZSPQ,0.7142857142857143,1.6,0.2727272727272727,2.066666666666667,0.0125541125541126,1.33982683982684
151,P0FDEP5V,2.272727272727273,3.6666666666666665,2.8461538461538463,3.4285714285714284,0.1676656676656678,0.988178488178488
152,ZKKOEIOD,1.3333333333333333,2.4,2.0,1.7777777777777777,0.0222222222222223,0.4222222222222221
153,Q6NRG45L,-1.0,2.6666666666666665,1.3076923076923077,2.7142857142857144,1.1776556776556777,2.5366300366300365
154,MGE91R3O,-1.4615384615384617,0.0,3.0,2.5384615384615383,3.5,0.4999999999999999
155,6M792YMW,-1.5714285714285714,-2.4,-1.0,-0.4285714285714285,1.2714285714285714,-0.1285714285714285
156,2CD0B69O,-0.5384615384615384,3.1818181818181817,0.3846153846153846,3.3076923076923075,0.5244755244755246,3.3216783216783217
157,31ME01V3,2.272727272727273,3.363636363636364,3.0,4.066666666666666,0.7151515151515146,1.0787878787878786
158,71LLEFLB,1.0,1.2222222222222223,1.0,1.4,0.0888888888888888,0.3111111111111111
159,78KLS8FR,0.6923076923076923,3.8,1.3636363636363635,3.909090909090909,0.3902097902097901,2.8265734265734266
160,KNERI0ML,2.4285714285714284,3.2222222222222223,2.076923076923077,3.0,-0.286935286935287,0.8583638583638584
161,9CKX44CO,1.0,1.4615384615384617,1.2857142857142858,3.6,1.2120879120879122,1.387912087912088
162,SCZ5DPG9,1.9230769230769231,3.5454545454545454,3.4615384615384617,4.846153846153846,1.419580419580419,1.503496503496503
163,B2CFWWQJ,-0.7142857142857143,1.9090909090909087,1.1538461538461535,3.5,1.7295204795204793,2.484765234765235
164,R7G6H8LP,0.2857142857142857,2.25,1.8333333333333333,4.166666666666667,1.7321428571428572,2.148809523809524
165,H04ZVH49,-0.8461538461538461,-0.25,0.2,3.1818181818181817,2.238986013986014,1.788986013986014
166,EYV4366S,-0.5,1.0,1.5333333333333334,3.0,2.0166666666666666,1.4833333333333334
167,Z1VJ15F0,0.5384615384615384,3.6666666666666665,2.857142857142857,4.454545454545454,1.553280053280053,2.3628038628038626
168,5B9N6IL8,0.4,1.9230769230769231,0.2857142857142857,1.3076923076923077,-0.3648351648351647,1.2725274725274724
169,PAWXOLHN,-1.181818181818182,2.111111111111111,1.0,2.411764705882353,1.241235888294712,2.352346999405823
170,XYWQCXF1,1.5714285714285714,2.333333333333333,1.3333333333333333,3.1666666666666665,0.2976190476190476,1.2976190476190477
171,8R5PPMRT,0.2857142857142857,1.0,0.1428571428571428,2.2,0.5285714285714287,1.385714285714286
172,BKRUDJZS,-0.0769230769230769,2.333333333333333,0.8181818181818182,3.571428571428572,1.0666000666000663,2.5817515817515817
173,06TCS2X1,-3.6666666666666665,0.5,-4.8,-0.0769230769230769,-0.855128205128205,4.444871794871795
174,K7V9D9OJ,-3.111111111111111,-1.5454545454545454,-3.6666666666666665,0.0,0.494949494949495,2.616161616161616
175,SUI6H62Y,1.5,3.1666666666666665,2.8181818181818183,3.8,0.9757575757575758,1.324242424242424
176,RBDA9YKD,1.0,3.0,1.7142857142857142,2.7142857142857144,0.2142857142857144,1.5
177,EWEL91GD,0.8,3.5,3.5,3.875,1.5375,1.5375
178,G8ACXQ1I,0.3333333333333333,2.0,1.0,3.0,0.8333333333333333,1.8333333333333333
179,63R7N045,-1.9090909090909087,2.076923076923077,-0.8461538461538461,2.8461538461538463,0.916083916083916,3.839160839160839
180,INDP9D1Z,-2.6923076923076925,3.0,-0.5,0.8461538461538461,0.0192307692307693,3.519230769230769
181,PK1EQ7GG,-0.8571428571428571,1.0,2.090909090909091,1.6153846153846154,1.7817182817182815,0.6908091908091909
182,H4VWDUJF,1.2857142857142858,1.8333333333333333,1.8333333333333333,3.1666666666666665,0.9404761904761906,0.9404761904761904
183,FAL3UZA1,1.7692307692307692,2.230769230769231,2.090909090909091,2.8461538461538463,0.4685314685314683,0.6083916083916086
184,AZCEER54,-0.75,2.090909090909091,1.1538461538461535,2.6,1.2064685314685315,2.1435314685314686
185,KJ2KEPZX,-1.4,2.8461538461538463,0.4545454545454545,2.8181818181818183,0.9132867132867132,3.304895104895105
186,42FPD463,-0.375,3.0,1.5454545454545454,3.857142857142857,1.3887987012987013,2.843344155844156
187,ZIPHUMXZ,1.5714285714285714,3.888888888888889,3.7142857142857135,4.538461538461538,1.396214896214896,1.5708180708180706
188,NPK6DLQB,0.0,3.4615384615384617,1.7272727272727273,2.75,0.5078671328671329,2.242132867132867
189,5G72WPOC,-2.571428571428572,-0.3846153846153846,-0.8181818181818182,1.0,1.568931068931069,2.0024975024975022
190,T90JP02U,3.2,3.0,3.4,3.2666666666666666,0.2333333333333329,-0.1666666666666667
191,PVHJ209L,-1.9090909090909087,0.7777777777777778,0.4285714285714285,2.3846153846153846,1.972249972249972,2.321456321456321
192,3Y0LRDVE,-2.2,2.4545454545454546,1.181818181818182,2.6666666666666665,1.796969696969697,3.0696969696969694
193,WXYY3SZ4,3.4615384615384617,3.0,2.5384615384615383,3.5454545454545454,-0.1888111888111892,0.2727272727272727
194,2L8WK0ZR,1.1538461538461535,3.375,2.636363636363636,3.6,0.8537587412587415,1.592395104895105
195,1D7DJOTV,1.6153846153846154,2.4545454545454546,1.9090909090909087,2.466666666666667,0.1529137529137529,0.6983682983682984
196,8F6ELM9X,2.7333333333333334,2.636363636363636,2.272727272727273,3.923076923076923,0.4130536130536131,0.7766899766899764
197,9EDMK667,0.2857142857142857,1.5,0.8181818181818182,2.8461538461538463,0.9393106893106896,1.6211288711288712
198,PVMJNOXS,-0.2307692307692307,1.0,2.7142857142857144,3.8333333333333335,2.889194139194139,1.174908424908425
199,2AEMFXN6,-4.076923076923077,-2.076923076923077,-2.4285714285714284,-0.4117647058823529,1.6567550096961865,2.008403361344538
200,9VBB05E6,-0.2307692307692307,2.8,2.230769230769231,2.142857142857143,0.9021978021978024,1.4714285714285713
201,WT53E3JR,-3.4285714285714284,-1.2857142857142858,0.0,1.3333333333333333,3.023809523809524,1.738095238095238
202,TS4M6X87,3.1333333333333333,3.888888888888889,3.933333333333333,4.636363636363637,0.7737373737373743,0.7292929292929295
203,9PILLPD2,-1.8888888888888888,1.4,1.875,2.4,2.3819444444444446,1.9069444444444443
204,5A1L6UBR,-0.75,2.6,2.076923076923077,3.1818181818181817,1.704370629370629,2.2274475524475523
205,XA738UZ2,3.2,3.857142857142857,3.0,3.875,-0.0910714285714286,0.7660714285714285
206,PS0KXBV4,0.3846153846153846,2.5384615384615383,1.3076923076923077,2.8181818181818183,0.6013986013986015,1.832167832167832
207,KDX7EP4L,-0.6363636363636364,1.1538461538461535,-0.6923076923076923,3.769230769230769,1.2797202797202796,3.125874125874126
208,XUTKVQ8I,1.5333333333333334,2.0,1.4615384615384617,0.8333333333333334,-0.6192307692307694,-0.0807692307692307
209,ZL3C854P,1.9411764705882355,2.4545454545454546,2.0,2.8,0.2021390374331548,0.6566844919786096
210,ENZ2ZHCC,1.6666666666666667,2.6,3.0,3.909090909090909,1.321212121212121,0.9212121212121211
211,4RPF42BC,-0.2727272727272727,0.8181818181818182,0.3333333333333333,1.5,0.6439393939393938,1.128787878787879
212,08W0Z2BK,1.0,3.0,2.6666666666666665,3.4615384615384617,1.064102564102564,1.3974358974358976
213,T3FBJXCY,-0.4,3.0,1.125,2.625,0.5750000000000002,2.45
214,32YYU5O8,2.294117647058824,3.4285714285714284,3.0,4.166666666666667,0.7219887955182076,1.150560224089636
